sample_key,video_id,clip_id,official_text,source_mp4_sha256,text_present,audio_present,video_present,text_content_valid,audio_speech_valid,vision_feature_valid,face_feature_valid,audio_visual_time_valid,text_audio_correspondence,text_av_time_mapping_status,alignment_mode,zero_duration_word_count,mapping_fail_count,alignment_probability_summary,alignment_structurally_valid_words,alignment_official_word_count,alignment_diagnostic_status,human_review_required,human_review_status,human_evidence_source,asr_screen_flag,asr_word_error_rate,asr_text,audio_rms,audio_max_abs,video_frame_count,face_detected_frame_count,face_detection_ratio,audio_coverage_start_sec,audio_coverage_end_sec,video_coverage_start_sec,video_coverage_end_sec,av_overlap_sec,anomaly_type,notes
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,That’s a more decent and more polite way to call a lady,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":12,""min"":0.12912860195348586,""median"":0.9057560563087463,""mean"":0.8213589958685222,""lt_0_1_count"":0,""lt_0_01_count"":0}",12,12,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, That's a more decent and more polite way to call a lady.,0.09097577811398079,0.6094566583633423,149,117,0.785234899328859,0.0,4.917,0.0,4.966666666666667,4.917,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":41,""min"":1.5658257325412706e-05,""median"":0.7745042443275452,""mean"":0.6258964152692624,""lt_0_1_count"":6,""lt_0_01_count"":4}",41,41,completed,1,pending,,CLOSE_BY_HEURISTIC,0.17073170731707318," The perfect soul-made to the Clarosynic spot therapy brush. This gentle pH-balanced and hydrating exfoliant contains jojoba and a cai fruit oils, with bamboo and prickly bear extracts. These deliver intense healing, while smooth granules buff away dead dry skin cells.",0.10176492911793059,0.7867392301559448,674,674,1.0,0.0,22.4045625,0.0,22.5,22.4045625,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,The August jobs report is out and it was seen overall as solid but not great.,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":16,""min"":0.01684262789785862,""median"":0.8737815320491791,""mean"":0.7591839857632294,""lt_0_1_count"":1,""lt_0_01_count"":0}",16,16,completed,1,pending,,MODERATE_DISAGREEMENT_REVIEW,0.25, it today. The August Jobs Report is out and it was seen overall as solid but not great. The report,0.04154398129087048,0.30761247873306274,246,0,0.0,0.0,8.150875,0.0,8.233333333333333,8.150875,ASR_REVIEW_SIGNAL;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,2,"” [President Ronald Reagan:] ""Look at the record",920a1052c09ebd1eedba6dd1ccfecd80f56f6f0fdcdd1f6dd32b0d90bcb89358,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":7,""min"":0.0001593215565662831,""median"":0.36381714325398207,""mean"":0.48402508475786427,""lt_0_1_count"":3,""lt_0_01_count"":2}",7,7,completed,1,pending,,MODERATE_DISAGREEMENT_REVIEW,0.42857142857142855, mediocrity. Look at the record.,0.06812731926865397,0.9236170053482056,119,25,0.21008403361344538,0.0,3.9158125,0.0,3.9666666666666663,3.9158125,ASR_REVIEW_SIGNAL,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,5,""" President Ronald Reagan blamed the professional bureaucracy of education",8d61b7f5840a8bd403d9bc6c3cd49029ffc4e304cf9c7834735c1a6bb5fd369d,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":9,""min"":0.0033320970833301544,""median"":0.9866010546684265,""mean"":0.8498281327386698,""lt_0_1_count"":1,""lt_0_01_count"":1}",9,9,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, President Ronald Reagan blamed the professional bureaucracy of education.,0.12806524885033527,0.7359235286712646,168,40,0.23809523809523808,0.0,5.5440625,0.0,5.633333333333333,5.5440625,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,6,"And in part, Al Shanker did too",696576dcbd0dc42cb678fa40d8a0f0f419a3072bfa7662d653756ab29bba4c46,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":7,""min"":0.008996197953820229,""median"":0.777353972196579,""mean"":0.6017449192170586,""lt_0_1_count"":1,""lt_0_01_count"":1}",7,7,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, and in part Al Shanker did too.,0.10638786237285175,1.2946727275848389,99,43,0.43434343434343436,0.0,3.256,0.0,3.333333333333333,3.256,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,9,It is a word which the administrator uses when he turns around anything which he doesn't like that the teacher is doing,90c18e627f27a12c14e21ba24c79edf3008762b4ac26874b490ad3f888381702,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":22,""min"":0.11462631076574326,""median"":0.9088445007801056,""mean"":0.7682703167877414,""lt_0_1_count"":0,""lt_0_01_count"":0}",22,22,completed,1,pending,,CLOSE_BY_HEURISTIC,0.21739130434782608, It is a word with which the administrator uses when he turns around anything which he doesn't like the teacher is doing. He says you,0.050160855579062795,0.25700247287750244,232,0,0.0,0.0,7.6363125,0.0,7.733333333333333,7.6363125,NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,In the United States we don't punish failure to the degree to which failure is punished in Europe.,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":18,""min"":0.17541015148162842,""median"":0.9769186675548553,""mean"":0.8812646749946806,""lt_0_1_count"":0,""lt_0_01_count"":0}",18,18,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0," In the United States, we don't punish failure to the degree to which failure is punished in Europe.",0.05464201369807547,0.7843006253242493,225,225,1.0,0.0,7.4443125,0.0,7.6,7.4443125,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":22,""min"":0.01990574784576893,""median"":0.9717088639736176,""mean"":0.8185977881259677,""lt_0_1_count"":1,""lt_0_01_count"":0}",21,22,completed,1,pending,,CLOSE_BY_HEURISTIC,0.08333333333333333, It's perceived that you've actually learned something over the course of your career and that you won't make the mistake twice.,0.05315739884485988,0.6953149437904358,271,271,1.0,0.0,8.994375,0.0,9.133333333333333,8.994375,ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":21,""min"":0.38893304020166397,""median"":0.9689421653747559,""mean"":0.8528839388773555,""lt_0_1_count"":0,""lt_0_01_count"":0}",20,21,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0," Okay, what happens at this point after we've taken this brief walk down memory lane is the presentation of the gift.",0.05692103789924983,0.48746412992477417,279,0,0.0,0.0,9.2183125,0.0,9.333333333333334,9.2183125,ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,"It just needs to be a simple statement, and then you present the gift.",80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":14,""min"":0.01632053777575493,""median"":0.9828543961048126,""mean"":0.8016187875930753,""lt_0_1_count"":1,""lt_0_01_count"":0}",13,14,completed,1,pending,,CLOSE_BY_HEURISTIC,0.07142857142857142, it is. Just needs to be a simple statement and then you present the gift.,0.04911379743672267,0.4715039134025574,159,0,0.0,0.0,5.2555,0.0,5.3999999999999995,5.2555,ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":31,""min"":0.06434281170368195,""median"":0.9609860777854919,""mean"":0.8485681251172097,""lt_0_1_count"":1,""lt_0_01_count"":0}",30,31,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, Maybe you could find a picture of the couple from their wedding or sometime in their life or maybe even a current picture and have it put in a beautiful frame.,0.04850700888971867,0.4297659397125244,314,0,0.0,0.0,10.4113125,0.0,10.5,10.4113125,ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-NFrJFQijFE$_$1,-NFrJFQijFE,1,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,d8fcf16c6eb51c56947ec3d0549c6f3bc7a0cf1fc5f5d89e8b38d4249a08db4f,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,13,0,"{""count"":16,""min"":0.0,""median"":1.2457569937396329e-05,""mean"":0.02192454633976837,""lt_0_1_count"":15,""lt_0_01_count"":14}",3,16,completed,1,pending,,ASR_EMPTY_REVIEW,1.0,,0.0355102230622837,0.1557629108428955,142,0,0.0,0.0,5.658875,0.0,5.72,5.658875,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-NFrJFQijFE$_$2,-NFrJFQijFE,2,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,a54a5c144a64f5abd26b19aafa6cea8142ee08e9385fa508fa70c934f6b616c1,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,11,0,"{""count"":18,""min"":1.752580465108622e-05,""median"":0.008487013634294271,""mean"":0.06656041780913963,""lt_0_1_count"":14,""lt_0_01_count"":9}",7,18,completed,1,pending,,HIGH_DISAGREEMENT_REVIEW,1.0, Hox sense of hearing is excellent. In their eyesight.,0.11854467093058561,1.1719050407409668,169,0,0.0,0.0,6.6983125,0.0,6.84,6.6983125,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,"So get your friends lined up, get your business colleagues lined up and have a good time.",96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":17,""min"":0.13566674292087555,""median"":0.959487795829773,""mean"":0.8282087156001259,""lt_0_1_count"":0,""lt_0_01_count"":0}",17,17,completed,1,pending,,CLOSE_BY_HEURISTIC,0.058823529411764705," So get your friends lined up, get your business colleagues lined up and have a good time. Kathy.",0.02473966230667465,0.19172927737236023,154,154,1.0,0.0,5.074875,0.0,5.233333333333333,5.074875,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":25,""min"":0.03470799699425697,""median"":0.9812812209129333,""mean"":0.8316128040850163,""lt_0_1_count"":1,""lt_0_01_count"":0}",24,25,completed,1,pending,,CLOSE_BY_HEURISTIC,0.07692307692307693," You can make a conference call, but it takes quite a bit of planning. Well, not a lot of planning. It's pretty easy to do. What I...",0.033550298045624045,0.32247382402420044,164,162,0.9878048780487805,0.0,5.3918125,0.0,5.5,5.3918125,ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":17,""min"":0.027203509584069252,""median"":0.9465067386627197,""mean"":0.7915464250699562,""lt_0_1_count"":1,""lt_0_01_count"":0}",17,17,completed,1,pending,,CLOSE_BY_HEURISTIC,0.16666666666666666," It's pretty, pretty easy to do, but you've got to set up those numbers ahead of time. Thank you.",0.017876243186596388,0.19665807485580444,137,137,1.0,0.0,4.532375,0.0,4.566666666666666,4.532375,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-THoVjtIkeU$_$12,-THoVjtIkeU,12,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.",e2f148f4f2e74724dc13b3ce870a0ce6a06740cfc224f5a9b3d0a870b196e7d4,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":39,""min"":0.0009632831788621843,""median"":0.9857276082038879,""mean"":0.8819128721340511,""lt_0_1_count"":1,""lt_0_01_count"":1}",38,39,completed,1,pending,,CLOSE_BY_HEURISTIC,0.05128205128205128," whatever we turn our attention to is what grows. And so if we believe that anything is possible, if we believe that social justice can be achieved, and if we believe in youth, they will believe in themselves.",0.0773585329379731,0.5690598487854004,445,445,1.0,0.0,14.8055625,0.0,14.866666666666667,14.8055625,ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-THoVjtIkeU$_$2,-THoVjtIkeU,2,I think social justice is extremely important for young people.,35a6c2464ffd68dd96411edb5dc2763f0efb59f264c1d8b737e616fa6b0d1d5b,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":10,""min"":0.445708304643631,""median"":0.9795109033584595,""mean"":0.9071817010641098,""lt_0_1_count"":0,""lt_0_01_count"":0}",10,10,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, I think social justice is extremely important for young people.,0.08156112646909157,0.4699326157569885,128,128,1.0,0.0,4.230875,0.0,4.266666666666667,4.230875,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-THoVjtIkeU$_$6,-THoVjtIkeU,6,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",efaa55ee6394032c867046690a92c29edfd825005f0a090cca5ccb763b227f64,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":30,""min"":0.001641159993596375,""median"":0.9524120688438416,""mean"":0.7489448847287955,""lt_0_1_count"":2,""lt_0_01_count"":1}",29,30,completed,1,pending,,CLOSE_BY_HEURISTIC,0.1," You know, I think that listening to young people, taking in what they have to say, because what we've seen all around the world is the power of youth.",0.09140305139088328,0.5886472463607788,241,240,0.995850622406639,0.0,7.982875,0.0,8.066666666666666,7.982875,ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":18,""min"":0.029396764934062958,""median"":0.9293424785137177,""mean"":0.8206892567790217,""lt_0_1_count"":1,""lt_0_01_count"":0}",18,18,completed,1,pending,,CLOSE_BY_HEURISTIC,0.05555555555555555," Okay, I mentioned a word in the last clip called monotone and I want to talk about that briefly.",0.03065853631460318,0.3337041139602661,234,0,0.0,0.0,7.73225,0.0,7.866666666666666,7.73225,NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-UacrmKiTn4$_$10,-UacrmKiTn4,10,"Because, if they are not in any way held accountable for reading the material they won't do it.",00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":18,""min"":0.04555255174636841,""median"":0.9524757266044617,""mean"":0.8103324236969153,""lt_0_1_count"":2,""lt_0_01_count"":0}",17,18,completed,1,pending,,CLOSE_BY_HEURISTIC,0.10526315789473684," reading it because if they are not in any way held accountable for reading the material, they won't do it.",0.03595345998359772,0.23898254334926605,218,0,0.0,0.0,7.2420625,0.0,7.333333333333333,7.2420625,ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
