sample_key,video_id,clip_id,source_relpath,source_mp4_sha256,source_mp4_bytes,official_text,official_text_sha256,source_label_xlsx_sha256,duration_proxy_sec,word_count_proxy,shared_t0_sec,alignment_trace_sha256
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,-9y-fZ3swSY/8.mp4,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,1715052,That’s a more decent and more polite way to call a lady,cc4943d1a2d9da1cfa76b529da139ea3ac05a0ff0f9935f381fb9c14c18f72a0,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.988997,12,0.0,f1ab56541ad9e93be7e1a4ce837d71bcc431c99c136d56daac3d0392f4e46c10
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,-AUZQgSxyPQ/2.mp4,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,4550251,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",53a9c4d7b99b24b4a7472cea8414ccb888be5eabdef6e10c83361628bd8323db,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,22.511003,41,0.0,77bdc2cf62f1ddba39695f699d861a35e794b0c84368f8f1f921aa4e84748dcb
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,-HeZS2-Prhc/2.mp4,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,896960,The August jobs report is out and it was seen overall as solid but not great.,15effa3af619e2681091bfb260ded02117f167a5c4be5e77fff33a4e08a8caf1,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.261979,16,0.0,64d296857ecebea76bbae50559e4e6cf116b47e4494b11c989d86206ba4f6f8c
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,2,-HwX2H8Z4hY/2.mp4,920a1052c09ebd1eedba6dd1ccfecd80f56f6f0fdcdd1f6dd32b0d90bcb89358,958873,"” [President Ronald Reagan:] ""Look at the record",aa56e2f7a4375e13c2521a154e4e8fe0f57919648d0ea30ce484d2ec50919afe,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.982031,8,0.0,6bc1d196579c1e0ed72fc69ee8df29a3b5d3d2996f9df7ef4b9c9f001efc8439
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,5,-HwX2H8Z4hY/5.mp4,8d61b7f5840a8bd403d9bc6c3cd49029ffc4e304cf9c7834735c1a6bb5fd369d,1617346,""" President Ronald Reagan blamed the professional bureaucracy of education",83091121026f171a499d0396e42fa053b001e4a7958afad789966ad5dae8b5f4,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.652995,10,0.0,fc425106baa5f3500dcd2e382011592dfef0650b6d6c4c578b886852155b5261
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,6,-HwX2H8Z4hY/6.mp4,696576dcbd0dc42cb678fa40d8a0f0f419a3072bfa7662d653756ab29bba4c46,978678,"And in part, Al Shanker did too",618c798532ff33e67232ba004904c108503dd42149fdb373f27d3b768ae275b3,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.358008,7,0.0,bd1e8a30f3a72684b55326dc6f52bb52bcadbac00a630895c86c5670f8d23e92
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,9,-HwX2H8Z4hY/9.mp4,90c18e627f27a12c14e21ba24c79edf3008762b4ac26874b490ad3f888381702,981914,It is a word which the administrator uses when he turns around anything which he doesn't like that the teacher is doing,3b10844995a12418048ea027d2511506787eb76a854b8fc0a40394c812dc47a6,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.733984,22,0.0,56d78d36e5825c80c1a42bc7ffab5a2449a7b0920ea01bf06c42a94b9807ec93
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,-I_e4mIh0yE/1.mp4,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,487464,In the United States we don't punish failure to the degree to which failure is punished in Europe.,d23b34daf050ce5e431d5074a5f31feb5e6d12db47361c02652779d42f437013,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.622005,18,0.0,294f38a405eb808a369d7f8544fb81ebb54ac078e2a80f7ea9f512c09e64d568
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,-I_e4mIh0yE/3.mp4,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,425914,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",02d03bfe301b4e2341b12749ee8d9b03af22d4bb0b7cf06af7180495238a2005,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,9.163021,22,0.0,d0e6d38942df2bab696ff497a3b35a232a352880202acc970e70e2bedefd6d7b
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,-MeTTeMJBNc/0.mp4,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,350827,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",d45a4c90c53d56e4ab5a94feb0eb2f9ff65b538e0dbae7d2f825e9712e1fbf6c,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,9.3,21,0.0,1a2f6b563500041e332a5f1f6d526ee4bc8800f9184f4a9d5b7b77c0c8246234
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,-MeTTeMJBNc/13.mp4,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,271826,"It just needs to be a simple statement, and then you present the gift.",c402887ff4c5a0fb3774b386105e85b03916cc55ea3f03e731045058c5eeae26,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.430013,14,0.0,0e81bdc946f5847843752544f10118b988eac0f51bda4f084b05a049bd011d9b
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,-MeTTeMJBNc/7.mp4,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,632477,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",92d6e9fd047cc71b66015cff4b3c738c9b0231d578f9f801e309692ff9e76ea9,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,10.516992,31,0.0,834fe031eab1f830699afaeb5af4dab63ae70062349e084939182552d060399b
-NFrJFQijFE$_$1,-NFrJFQijFE,1,-NFrJFQijFE/1.mp4,d8fcf16c6eb51c56947ec3d0549c6f3bc7a0cf1fc5f5d89e8b38d4249a08db4f,1024510,Structural mounts inside have to be properly stress analyzed so we make sure all that happens,75e12c6de3cb640beb5aac76a35cf09208da4865e50a409f075998199f2b904b,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.746,16,0.0,de7ea06474140cd64ec268dabbd65a38e6274c07d3387e758b30ab6f4e595793
-NFrJFQijFE$_$2,-NFrJFQijFE,2,-NFrJFQijFE/2.mp4,a54a5c144a64f5abd26b19aafa6cea8142ee08e9385fa508fa70c934f6b616c1,1452918,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,e3fa55c11a999a6030adcdfc65b49fa787b504a4b2e3b643e9819463b6436fb9,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.856,18,0.0,31fa835fc71098c0dd9d875e0ff84f724c60ee501ddfd9da723640907c8316fa
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,-RfYyzHpjk4/11.mp4,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,2061678,"So get your friends lined up, get your business colleagues lined up and have a good time.",a270bb05e4028b233a7b24185137fa42eafda19ff26fba42416ce4c9a43aed2f,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.238997,17,0.0,a1191ec5a5b872530ea477b52634bc0aa9cbf565cfe040c6666bab52afbcb000
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,-RfYyzHpjk4/2.mp4,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,1138330,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",cfcd8b471a2463bbf3a57796635230abb520d2fdf4c7ca9237e6e992af68a2bf,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.516016,25,0.0,1bea61d6f13fd2a8beaa5dc3e0d8346a68c76487d3a991c2d7a141ee3a6e0956
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,-RfYyzHpjk4/8.mp4,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,2256195,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",d3555b14bb47b174fbff361f276899a48984d7c17f63c0199df6ce993808d135,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.588997,17,0.0,8c9ef2757c40c4033310f42b2abc4778a6639a008be8adadc8e4d279a62abdd9
-THoVjtIkeU$_$12,-THoVjtIkeU,12,-THoVjtIkeU/12.mp4,e2f148f4f2e74724dc13b3ce870a0ce6a06740cfc224f5a9b3d0a870b196e7d4,1262553,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.",f66e02fa0f0d11a8a87d7ae6eb144d2983f235e0767c6e8e717ad6081831c0d9,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,14.896029,39,0.0,098bd594cdf3ac85b405924d35f30a097f44ff3d6a17c0ad80ba299fffa0f056
-THoVjtIkeU$_$2,-THoVjtIkeU,2,-THoVjtIkeU/2.mp4,35a6c2464ffd68dd96411edb5dc2763f0efb59f264c1d8b737e616fa6b0d1d5b,347917,I think social justice is extremely important for young people.,1094289c482666b9c7624027542558ecac07bc45a9c2977d3bb964c8431b64d7,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.291992,10,0.0,01449719afa17e0cd0e81c8057dc1b6d1bda5268fe1aca8a43648ee6359c92e7
-THoVjtIkeU$_$6,-THoVjtIkeU,6,-THoVjtIkeU/6.mp4,efaa55ee6394032c867046690a92c29edfd825005f0a090cca5ccb763b227f64,801802,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",ff0a44df1b28408b6c2cc3ac9c9ca75ba39a594ed59ec2244b25efa93ca7290f,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.097005,30,0.0,ebc1805f8554addaaa9e3da87cb56f003058b928b9323f6a63c3ba98fcae64b7
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,-UUCSKoHeMA/0.mp4,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,286208,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",06066cdd3a69188d9b551d1dd8ab73440d1fb35427cc9d6269c9167249435175,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.8,18,0.0,bfb0792effffafaf838689c11e94792894bd5b8c0b9e85c427208a616a659c56
-UacrmKiTn4$_$10,-UacrmKiTn4,10,-UacrmKiTn4/10.mp4,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,486491,"Because, if they are not in any way held accountable for reading the material they won't do it.",e98b82a28182435ec3271a7d4f2d1732c3f387153858f3d3fb72566293411a96,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.361979,18,0.0,cbc2a33a966e60c046efd48eb1e66351c0395a80fd8c24f03f32179fed38b017
-UacrmKiTn4$_$4,-UacrmKiTn4,4,-UacrmKiTn4/4.mp4,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,249701,Just given to their own devices they are not going to read the textbook.,32cee8f979caa3ad38c4e527ae93bb899043bcc4e353f76f7d7a2588ba9a25fb,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.741016,14,0.0,3f04c96e238a751f2270ce83dcfb0561dc1a2704fd234d38a47a5872c70cb3b2
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,-UuX1xuaiiE/0.mp4,f578b305d53bc152702f5e771de0fcd12d1e9aaefc5cefce3d2082a417aab7c8,654518,^it's amazing to see their enthusiasm and their passion,8e5864e1c240de55cb429cbd6230768d64e623a24c60872473907ba801977530,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.633333,9,0.0,bb0eea15f40c05492a9d36922cd197b11a8b030e1e70c6296891aed8c299073b
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,-UuX1xuaiiE/1.mp4,d5bbda38fcec15817d2b87bab5dcc559d6d425f7d28a82e6c32d13f14b48650c,2032933,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,36409a672db653d61653e4d4502ae82ccf959f80d172199022b6fa0ee66a6477,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,10.35,27,0.0,c83164fa4d3b2bfffd8f52fa42910a93a4a3680360e7f02a9c9143ebeef40f54
-UuX1xuaiiE$_$3,-UuX1xuaiiE,3,-UuX1xuaiiE/3.mp4,eddb408f25bdc13e6de2fb74caeed709cb7a8f00640e7897135330437f66a2aa,1424269,My goal is to become a human rights lawyer,da42f76b0ced73cc78ae3f0b290e2ee611d19e3556bb76d62c3c6230d4cc4b2d,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.130013,9,0.0,67aa2373cea3143a37fd70133c2312ea7a29269a8e111b978367c1be0015124d
-UuX1xuaiiE$_$6,-UuX1xuaiiE,6,-UuX1xuaiiE/6.mp4,f0131ac00e44410fbd32c547a0d421c2791172434fc0203bb969abe14a530532,1662602,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",e2c054ac967686a1759bc7948266e76b60f24856b1b576db92ae86e8e7280c59,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.113997,22,0.0,a7658d3ce3cdd88039de780eaf90998064be41949521cbc11818332204b25cb7
-a55Q6RWvTA$_$3,-a55Q6RWvTA,3,-a55Q6RWvTA/3.mp4,15d029fc15f50b268b98f1e8abc65e45582e638c13a018d7aa74a18373275946,749365,"And if you clip coupons, if you don't go out for dinner and movies and things of that nature and try to take up things in life that, well, they always say, ""the best things in life are free"". Reading a book, going for a nice walk, and, of course, combining exercise and various things of that nature where you're not spending money per se.",5fb87ab22ab30d653f463a042dfff4de8e1c86ce158ec88a819411df55941943,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,22.153971,65,0.0,41f6a33d3bdeb548dd1a0ebf73295fd705aa5b4ab502dc2806360b1bd21c0f17
-aNfi7CP8vM$_$7,-aNfi7CP8vM,7,-aNfi7CP8vM/7.mp4,0b6389f45bb966113c65a11998c6e7facdd24c8c42acf2e8cf32e0f2139402e1,430559,"Maybe they have no political party affiliation, they're not interested in politics, they could care less about politics.",357d31bd7a85ead03ed7bf23ff3965388e78d86c59f3558e607c4a58dd982e22,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.694987,18,0.0,045997977a6e70d3914cea2214caf8006c87a8e22ea9bbfa21dc4159dbfdc68f
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,-aqamKhZ1Ec/0.mp4,6f6e674bbba4353399e9e7825217f37e6d8ca1adf9675f33cf37106f31c55548,2882018,"In 2008, there were very serious tribal warfare in Kenya following a disputed election.",ed2e5d24b8326f2cbd41f06d9e1606746a1f9c302ad47e65723605f6fa9fed1e,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,10.966667,14,0.0,306dcfa4c29a68e99f6be671245bcd0c1f61c4b67e614620982fcf9d56719e0d
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,-dxfTGcXJoc/0.mp4,04bd0be907fb46c613f926fe1b06bc2c3b30881c293156510baa34a4105ade55,771408,"This is Governor Steve Beshear ... About Kentucky Our state is home to more than 1,500 bioscience and lifescience companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.",ea04aec85b49688311b4655200ca5363047258d662d7b7aa1155b3dc0e767090,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,20.5,41,0.0,3b72a9a5af8f6015c1036f4e41549df48a28a68ac911d2a060477928177b94b5
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,-dxfTGcXJoc/1.mp4,b5ffdc98a4a98b8f0aae55dee5fed66a43bcb129f47a250a004c1cc74e572595,658423,"For the 10th straight year, some of Kentucky’s best and most innovative biotech companies and technologies were on display at the annual BIO International Convention, which I and other state officials attended this week in Chicago.",7264a3b8886102eedba485807edbb00abad90e60f85c1bc21cf23395b498ebfa,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,16.161003,36,0.0,eb628f01a67ae7726543e3401ca17ac5c8cf3625341eb45e223cb292b9b55497
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,-dxfTGcXJoc/2.mp4,46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7,675725,"An estimated 20,000 biotech scientists, executives and industry experts from more than 50 nations were at the BIO conference to learn about the latest scientific advances, and to exchange ideas and establish business relationships.",c699d0a24ff210a5e70956097ac4961a7553b2d75e062c316e536e3eadb0613c,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,16.697982,34,0.0,47d6844b283e79398cf4d75bfefd1cd1c5f2f5da66b9cc108afa7ac942eedeee
-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,-dxfTGcXJoc/6.mp4,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513,428971,Kentucky’s participation at the annual BIO International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,a835a8ff3f92a75b95e7c95daf1308a6b60b7e938cae5e893630c64c5291e076,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,12.735026,27,0.0,c0cc4146bd608c3ecfab402434c6e6b2e54197a272131312d1905365e333325b
-egA8-b7-3M$_$1,-egA8-b7-3M,1,-egA8-b7-3M/1.mp4,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b,658247,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,51a43241a4907afa84e3ba3f9fc188eb045a2d63c24a6fe67b7f4a9a60b59dd5,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,10.266016,20,0.0,24259b2c53ebd51008d667079e6691120205c43a0e5c687d0e192f50ef37f4f0
-egA8-b7-3M$_$13,-egA8-b7-3M,13,-egA8-b7-3M/13.mp4,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c,394399,"What are you doing that's different?"" They always want an answer.",31e06bfd066f5eabfce83f6afbb3fe97c0c1f20c4dc5f88fd29ab92b7e2dced2,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.183984,11,0.0,184af4a81162b2d936710e70c764c97cf7b48217f42dea36d734681e329800a6
-egA8-b7-3M$_$16,-egA8-b7-3M,16,-egA8-b7-3M/16.mp4,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c,391465,"Third, another big benefit of exhibiting is connecting with existing clients.",6b3a71aaf936c46a861b702c61b5ba0c2984cc60da992f39a725919994fc5b2a,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.538021,11,0.0,509f305bc06ac313c2ab15fdf6fd3e3544bad6b951d2d6b851e7de9e170bc986
-egA8-b7-3M$_$17,-egA8-b7-3M,17,-egA8-b7-3M/17.mp4,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f,774900,"As you have more experience, you have more times exhibiting, you get to know more people.",979b2fe6ff1090964be7311d2794106640028a26397f696f3410b16d440cf6e0,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.271029,16,0.0,fc52aceac3271d7d7a7927b72b69652a76459c826fa074353292f178e4874458
-egA8-b7-3M$_$18,-egA8-b7-3M,18,-egA8-b7-3M/18.mp4,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90,737865,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,f9ca5d6cd8092dfb86bf9c24e1bf22bb2020a88c30e5d6895f15d8334badfeb3,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.386003,22,0.0,9115a114cd70f7be09f12c36b445bc62f333ae59aefdbed18abf14e85bc89502
-egA8-b7-3M$_$20,-egA8-b7-3M,20,-egA8-b7-3M/20.mp4,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8,823539,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",2997ee5650dda6f858bcc4f971f157b26b57bca319f3db435c46b6bc9dfc01d3,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.644987,20,0.0,c6aeef37b70161c5b1d9504a99314757be8a76b85468d8b3136a3bff706744d9
-egA8-b7-3M$_$26,-egA8-b7-3M,26,-egA8-b7-3M/26.mp4,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685,688886,We're updating it all the time and looking forward to your comments on our videos.,57dfcca31da6ebc3890da73654c8b44346d78eae2f1ee8bc8ad41f39b2b8fc10,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.03099,15,0.0,ac9c39595b9b855d9a00c159395ed3f0927c5c6adc93081f71906846f9eda546
